feature_1,feature_2,value,absolute_value,method,class
ma3,exudate1,-0.3113490000933563,0.3113490000933563,pearson,1
exudate2,exudate5,0.3094418702022064,0.3094418702022064,pearson,1
ma2,am_fm_classification,-0.30472524019798036,0.30472524019798036,pearson,1
exudate3,exudate8,0.2918976530106408,0.2918976530106408,pearson,1
ma1,am_fm_classification,-0.2877078171552122,0.2877078171552122,pearson,1
exudate2,exudate6,0.2806363047017393,0.2806363047017393,pearson,1
ma6,exudate2,-0.27454228201639486,0.27454228201639486,pearson,1
ma2,exudate1,-0.26853130894690413,0.26853130894690413,pearson,1
ma1,exudate1,-0.25099576838519616,0.25099576838519616,pearson,1
exudate2,exudate7,0.2509580662787969,0.2509580662787969,pearson,1
exudate6,macula_opticdisc_distance,-0.24241266194962496,0.24241266194962496,pearson,1
ma5,exudate2,-0.2401989530923515,0.2401989530923515,pearson,1
ma6,exudate3,-0.23749663997295523,0.23749663997295523,pearson,1
exudate5,macula_opticdisc_distance,-0.2332270874458934,0.2332270874458934,pearson,1
exudate2,exudate8,0.20820507997930188,0.20820507997930188,pearson,1
exudate7,macula_opticdisc_distance,-0.2047493791900552,0.2047493791900552,pearson,1
ma5,exudate3,-0.20067015173744712,0.20067015173744712,pearson,1
ma4,exudate2,-0.19386252031998977,0.19386252031998977,pearson,1
ma1,exudate8,0.18726761920254842,0.18726761920254842,pearson,1
exudate1,exudate5,0.17839280348059103,0.17839280348059103,pearson,1
ma1,exudate7,0.17564563553210044,0.17564563553210044,pearson,1
exudate8,macula_opticdisc_distance,-0.17002017983513767,0.17002017983513767,pearson,1
ma3,exudate2,-0.163924291026764,0.163924291026764,pearson,1
ma2,exudate8,0.16163461767109347,0.16163461767109347,pearson,1
exudate1,exudate6,0.15871703210571994,0.15871703210571994,pearson,1
exudate1,exudate7,0.15086002698776224,0.15086002698776224,pearson,1
ma2,exudate7,0.15025917513207376,0.15025917513207376,pearson,1
exudate3,macula_opticdisc_distance,-0.14901031818601393,0.14901031818601393,pearson,1
ma4,exudate3,-0.14826077489730544,0.14826077489730544,pearson,1
ma2,exudate2,-0.13313997418242368,0.13313997418242368,pearson,1
ma3,exudate8,0.13103304569666063,0.13103304569666063,pearson,1
exudate5,am_fm_classification,0.12886672272277727,0.12886672272277727,pearson,1
exudate1,exudate8,0.12406275305531525,0.12406275305531525,pearson,1
ma1,exudate6,0.11858726958953368,0.11858726958953368,pearson,1
ma3,exudate7,0.11714218062041984,0.11714218062041984,pearson,1
ma3,exudate3,-0.11688471855067314,0.11688471855067314,pearson,1
ma1,exudate2,-0.11504515416630082,0.11504515416630082,pearson,1
pre_screening,ma5,0.11395721994300419,0.11395721994300419,pearson,1
pre_screening,ma4,0.11073382618211342,0.11073382618211342,pearson,1
exudate6,am_fm_classification,0.11062572994457226,0.11062572994457226,pearson,1
pre_screening,ma1,0.1104850522862504,0.1104850522862504,pearson,1
exudate2,macula_opticdisc_distance,-0.10950465193977758,0.10950465193977758,pearson,1
pre_screening,ma2,0.10878175824017894,0.10878175824017894,pearson,1
pre_screening,ma6,0.10873607005930426,0.10873607005930426,pearson,1
ma1,exudate5,0.1014080405559538,0.1014080405559538,pearson,1
pre_screening,ma3,0.1013515449381392,0.1013515449381392,pearson,1
ma2,exudate6,0.09839538542505781,0.09839538542505781,pearson,1
macula_opticdisc_distance,opticdisc_diameter,-0.09345233009143035,0.09345233009143035,pearson,1
ma4,exudate8,0.08827010221818793,0.08827010221818793,pearson,1
exudate7,am_fm_classification,0.08709594164542765,0.08709594164542765,pearson,1
ma2,exudate5,0.0846824864318306,0.0846824864318306,pearson,1
opticdisc_diameter,am_fm_classification,-0.08392347519076626,0.08392347519076626,pearson,1
ma2,exudate3,-0.08301729765351248,0.08301729765351248,pearson,1
exudate6,opticdisc_diameter,-0.08098707661125736,0.08098707661125736,pearson,1
exudate8,am_fm_classification,0.07796704202249272,0.07796704202249272,pearson,1
exudate1,opticdisc_diameter,-0.07736380121353416,0.07736380121353416,pearson,1
exudate3,opticdisc_diameter,-0.07634797642606733,0.07634797642606733,pearson,1
ma3,exudate6,0.0738693376719705,0.0738693376719705,pearson,1
ma4,exudate7,0.0736258833996667,0.0736258833996667,pearson,1
exudate5,opticdisc_diameter,-0.07244630766489979,0.07244630766489979,pearson,1
exudate7,opticdisc_diameter,-0.06605238809151069,0.06605238809151069,pearson,1
ma1,exudate3,-0.06356605157151612,0.06356605157151612,pearson,1
ma3,exudate5,0.06274415162153306,0.06274415162153306,pearson,1
pre_screening,exudate1,0.0595440450183408,0.0595440450183408,pearson,1
pre_screening,exudate7,0.05931454925697147,0.05931454925697147,pearson,1
ma6,exudate5,-0.05883019970397851,0.05883019970397851,pearson,1
exudate2,opticdisc_diameter,-0.05826277585070821,0.05826277585070821,pearson,1
pre_screening,exudate8,0.055769691015825185,0.055769691015825185,pearson,1
ma6,exudate6,-0.05534511619516113,0.05534511619516113,pearson,1
pre_screening,exudate3,0.055134672584969624,0.055134672584969624,pearson,1
pre_screening,exudate6,0.05270170242934071,0.05270170242934071,pearson,1
pre_screening,opticdisc_diameter,-0.05119126860459784,0.05119126860459784,pearson,1
pre_screening,exudate5,0.044149402837713125,0.044149402837713125,pearson,1
ma6,exudate7,-0.04381896078737838,0.04381896078737838,pearson,1
exudate8,opticdisc_diameter,-0.04369626683626497,0.04369626683626497,pearson,1
ma4,exudate6,0.042820133555129404,0.042820133555129404,pearson,1
ma1,opticdisc_diameter,0.04130984144119415,0.04130984144119415,pearson,1
exudate1,macula_opticdisc_distance,-0.041263004484913664,0.041263004484913664,pearson,1
ma2,opticdisc_diameter,0.040224355316779134,0.040224355316779134,pearson,1
pre_screening,exudate2,0.03746407452712038,0.03746407452712038,pearson,1
ma3,opticdisc_diameter,0.0358900196828769,0.0358900196828769,pearson,1
ma4,exudate5,0.034826159551639715,0.034826159551639715,pearson,1
pre_screening,am_fm_classification,0.03188737252193253,0.03188737252193253,pearson,1
ma5,exudate8,0.02618513242835578,0.02618513242835578,pearson,1
pre_screening,macula_opticdisc_distance,-0.025192228463212587,0.025192228463212587,pearson,1
ma1,macula_opticdisc_distance,-0.024773820301020176,0.024773820301020176,pearson,1
ma5,macula_opticdisc_distance,-0.02327060538485377,0.02327060538485377,pearson,1
ma3,macula_opticdisc_distance,-0.02290091125486447,0.02290091125486447,pearson,1
ma4,macula_opticdisc_distance,-0.022659683691092888,0.022659683691092888,pearson,1
ma2,macula_opticdisc_distance,-0.02236468508123068,0.02236468508123068,pearson,1
ma6,exudate8,-0.02155600243524947,0.02155600243524947,pearson,1
ma6,macula_opticdisc_distance,-0.02089438356148518,0.02089438356148518,pearson,1
ma4,opticdisc_diameter,0.02057225252852664,0.02057225252852664,pearson,1
ma5,exudate5,-0.019162597612706993,0.019162597612706993,pearson,1
ma6,opticdisc_diameter,-0.017476262156663175,0.017476262156663175,pearson,1
ma5,opticdisc_diameter,0.011711939008740124,0.011711939008740124,pearson,1
ma5,exudate6,-0.011682626333552699,0.011682626333552699,pearson,1
ma5,exudate7,0.008486997370193507,0.008486997370193507,pearson,1
macula_opticdisc_distance,am_fm_classification,0.002797196398780358,0.002797196398780358,pearson,1
quality,pre_screening,,,pearson,1
quality,ma1,,,pearson,1
quality,ma2,,,pearson,1
quality,ma3,,,pearson,1
quality,ma4,,,pearson,1
quality,ma5,,,pearson,1
quality,ma6,,,pearson,1
quality,exudate1,,,pearson,1
quality,exudate2,,,pearson,1
quality,exudate3,,,pearson,1
quality,exudate5,,,pearson,1
quality,exudate6,,,pearson,1
quality,exudate7,,,pearson,1
quality,exudate8,,,pearson,1
quality,macula_opticdisc_distance,,,pearson,1
quality,opticdisc_diameter,,,pearson,1
quality,am_fm_classification,,,pearson,1
